id,title,author,type,publishedYear,isbn,filename,postUrl,attachmentUrl
openBook988,Ο μικρός Γρηγόρης και ο καλόκακος λύκος,,Παιδική λογοτεχνία,2014,978-618-81710-0-8,Ο μικρός Γρηγόρης και ο καλόκακος λύκος.pdf,https://www.openbook.gr/o-mikros-grigoris-kai-o-kalokakos-lykos/,http://bit.ly/2rt0Bxy
openBook989,Η Δημιουργική Καταστροφή στον Καπιταλισμό,"‎Γιόζεφ Σουμπέτερ (Joseph Schumpeter, 1883-1950)",Δοκίμιο,,,Η Δημιουργική Καταστροφή στον Καπιταλισμό.pdf,https://www.openbook.gr/i-dimiourgiki-katastrofi-ston-kapitalismo/,http://bit.ly/2NdSqU5
openBook990,Διακήρυξη Κυβερνητικής Πολιτικής 1981,,Δοκίμιο,1981,,Διακήρυξη Κυβερνητικής Πολιτικής 1981.pdf,https://www.openbook.gr/diakiryxi-kyvernitikis-politikis-1981/,http://bit.ly/2QBeJ46
openBook991,Το κακό συναπάντημα,Νικόλαος Ι. Λάσκαρης,Θεατρικό έργο,1882,,Το κακό συναπάντημα.pdf,https://www.openbook.gr/to-kako-synapantima/,http://bit.ly/2kGTG4M
openBook992,Ο Γιάννης,Δημήτριος Μαγκουρέας,Θεατρικό έργο,1890,,Ο Γιάννης.pdf,https://www.openbook.gr/o-giannis/,http://bit.ly/2mdAzjl
openBook993,Μαλλιά κουβάρια,Νικόλαος Ι. Λάσκαρης,Θεατρικό έργο,1899,,Μαλλιά κουβάρια.pdf,https://www.openbook.gr/mallia-kouvaria/,http://bit.ly/2khRZe4
openBook994,Ο κουρεύς των Πατρών ή η μάταια προφύλαξις,Χρήστος Πράτζικας,Θεατρικό έργο,1875,,Ο κουρεύς των Πατρών ή η μάταια προφύλαξις.pdf,https://www.openbook.gr/o-koureys-twn-patrwn/,http://bit.ly/2lTj1sr
openBook995,Δικηγόρου ατυχίαι,Δημήτριος Κορομηλάς (1850-1898),Θεατρικό έργο,1879,,Δικηγόρου ατυχίαι.pdf,https://www.openbook.gr/dikigorou-atyxiai/,http://bit.ly/2kGckty
openBook996,Εφημερίδες,Δημήτριος Κορομηλάς (1850-1898),Θεατρικό έργο,1889,,Εφημερίδες.pdf,https://www.openbook.gr/efimerides/,http://bit.ly/2kbRNwM
openBook997,Ο εφημεριδοφόβος,Ρίζος Ιάκωβος Νερουλός (1778 – 1850),Θεατρικό έργο,1837,,Ο εφημεριδοφόβος.pdf,https://www.openbook.gr/o-efimeridofos/,http://bit.ly/2kIVQAT
openBook998,Περήφανη διαπραγμάτευση – Ουρές για μετανάστευση,Γιάννης Ζορμπαλάς,Έμμετρη πολιτική σάτιρα,2019,978-618-00-0180-8,Περήφανη διαπραγμάτευση – Ουρές για μετανάστευση.pdf,https://www.openbook.gr/perifani-diapragmateysi/,http://bit.ly/2memCSp
openBook999,Ο χορός της βροχής,Μπάμπης Δερμιτζάκης,Οικολογικά παραμύθια και διηγήματα,1998,978-960-9451-65-9,Ο χορός της βροχής.pdf,https://www.openbook.gr/o-xoros-tis-vroxis/,http://bit.ly/2lEbafz
openBook1000,Δημοτικισμός: Ένα γράμμα στους δασκάλους μας,Μανόλης Τριανταφυλλίδης (1883-1959),Δοκίμιο / Εκπαίδευση,1926,,Δημοτικισμός: Ένα γράμμα στους δασκάλους μας.pdf,https://www.openbook.gr/dimotikismos/,http://bit.ly/2NLgEEi
openBook1001,Αναμνήσεις περί της Ελληνικής Επαναστάσεως,Λουκάς Ράλλης (1794-1879),Ιστορία,1910,,Αναμνήσεις περί της Ελληνικής Επαναστάσεως.pdf,https://www.openbook.gr/anamniseis-peri-tis-ellinikis-epanastasews/,http://bit.ly/2ZxUz3a
openBook1002,Μικρά όνειρα και μια αναφορά στην Αρσινόη,Κώστας Κωνσταντινίδης,Ποίηση,2018,,Μικρά όνειρα και μια αναφορά στην Αρσινόη.pdf,https://www.openbook.gr/mikra-oneira-kai-mia-anafora-stin-arsinoi/,http://bit.ly/2DTtwRG
openBook1003,,,,,,.pdf,https://www.openbook.gr/i-gnwsi-ws-koino-agatho/,
openBook1004,,,,,,.pdf,https://www.openbook.gr/don-tapscott/,
openBook1005,,,,,,.pdf,https://www.openbook.gr/revolution-os/,
openBook1006,,,,,,.pdf,https://www.openbook.gr/anoikti-epistimi-anoikti-prosvasi/,
openBook1007,Άδειες Creative Commons,Θεόδωρος Γεωργίου,Μελέτη,2012,,Άδειες Creative Commons.pdf,https://www.openbook.gr/adeies-creative-commons/,http://bit.ly/2EYLzH4
openBook1008,Πριν καούν: η αλήθεια για τ’ αναγνωστικά της δημοτικής,Μανόλης Τριανταφυλλίδης (1883-1959),Δοκίμιο / Εκπαίδευση,1921,,Πριν καούν: η αλήθεια για τ’ αναγνωστικά της δημοτικής.pdf,https://www.openbook.gr/prin-kaoun-2/,http://bit.ly/2zH6Rqg
openBook1009,Ουτοπίες > Ανατολή,,Διήγημα,2016,9781365301780,Ουτοπίες > Ανατολή.pdf,https://www.openbook.gr/outopies-anatoli/,http://bit.ly/2CnLZaz
openBook1010,Στην Χώρα Των Τραυμάτων,Μαρία Χαλλούμι,Ποίηση,2016,9781365496783,Στην Χώρα Των Τραυμάτων.pdf,https://www.openbook.gr/stin-xwra-twn-traymatwn/,http://bit.ly/2Ep82Mf
openBook1011,Διάθεση Ημέρας,Βάσος Γεώργας,Ποίηση,2013,,Διάθεση Ημέρας.pdf,https://www.openbook.gr/diathesi-imeras/,http://bit.ly/2zPWWRY
openBook1012,Το μυστικό των εξωγήινων,Μπάμπης Δερμιτζάκης,Μυθιστόρημα,2014,978-960-9451-65-9,Το μυστικό των εξωγήινων.pdf,https://www.openbook.gr/to-mystiko-twn-exwgiinwn/,http://bit.ly/2CqwjUb
openBook1013,"Εκύκλωσαν, αι του βιου με ζάλαι",Γιάννης Τσίγκρας,Ποίηση,2014,,"Εκύκλωσαν, αι του βιου με ζάλαι.pdf",https://www.openbook.gr/ekyklwsan-ai-tou-viou-me-zalai/,http://bit.ly/2il7XTJ
openBook1014,"Λοιπόν, κυρ-Δασινά",Ασημίνα Λαμπράκου,Διήγημα,2014,,"Λοιπόν, κυρ-Δασινά.pdf",https://www.openbook.gr/loipon-kyr-dasina/,http://bit.ly/2AfB9C1
openBook1015,Δυο Πιάνα,,Διήγημα,2012,,Δυο Πιάνα.pdf,https://www.openbook.gr/dyo-piana/,http://bit.ly/2AesU9y
openBook1016,Ζωντανεύοντας e-στορίες: η λογοτεχνική αγωγή στο διαδίκτυο,Ευγενία Τσιουπλή,Μεταπτυχιακή εργασία,2013,,Ζωντανεύοντας e-στορίες: η λογοτεχνική αγωγή στο διαδίκτυο.pdf,https://www.openbook.gr/zwntaneyontas-e-stories/,http://bit.ly/31S2PaA
openBook1017,Θέατρο της Επανάστασης – 14 Ιουλίου,"Ρομαίν Ρολάν (Romain Rolland, 1866-1944)",Θεατρικό έργο,1976,,Θέατρο της Επανάστασης – 14 Ιουλίου.pdf,https://www.openbook.gr/theatro-tis-epanastasis/,http://bit.ly/2P6C7tp
openBook1018,Η πατρική αγάπη ή Η ευγνώμων δούλη και η πανούργος χήρα – Κάρλο Γκολντόνι,"Κάρλο Γκολντόνι (Carlo Goldoni, 1707-1793)",Θεατρικό έργο,1818,,Η πατρική αγάπη ή Η ευγνώμων δούλη και η πανούργος χήρα – Κάρλο Γκολντόνι.pdf,https://www.openbook.gr/i-patriki-agapi/,http://bit.ly/33VIx22
openBook1019,Φωνές,"Αντόνιο Πόρτσια (Antonio Porchia, 1886-1968)",Αποφθέγματα / Ποίηση,2014,,Φωνές.pdf,https://www.openbook.gr/fwnes/,http://bit.ly/2AeqPuN
openBook1020,Του Αποπλανητή,Ανώνυμος,Ποίηση,2011,,Του Αποπλανητή.pdf,https://www.openbook.gr/tou-apoplaniti/,http://bit.ly/2zi0RXb
openBook1021,Morgue κι άλλα ποιήματα,"Γκότφριντ Μπενν (Gottfried Benn, 1886-1956)",Ποίηση,2014,,Morgue κι άλλα ποιήματα.pdf,https://www.openbook.gr/morgue/,http://bit.ly/2ziztIR
openBook1022,Γιώργος Γεννηματάς,,Πολιτική,1995,960-236-518-8,Γιώργος Γεννηματάς.pdf,https://www.openbook.gr/giorgos-gennimatas/,http://bit.ly/2BtsRbQ
openBook1023,Κατηγορώ,Γιώργος Σ. Κόκκινος,Ποίηση,2018,,Κατηγορώ.pdf,https://www.openbook.gr/katigorw/,http://bit.ly/2nOlB0M
openBook1024,Φυγείν εστί,Γιώργος Σ. Κόκκινος,Ποίηση,2018,,Φυγείν εστί.pdf,https://www.openbook.gr/fygein-esti-2/,http://bit.ly/2vViwQO
openBook1025,Οντολογική μηχανική και ψηφιοποίηση συλλογών κειμένων,Κωνσταντία Λιάκου,Διπλωματική εργασία,2013,,Οντολογική μηχανική και ψηφιοποίηση συλλογών κειμένων.pdf,https://www.openbook.gr/ontologiki-michaniki-kai-psifiopoiisi-syllogwn-keimenwn/,http://bit.ly/2P3AcG2
openBook1026,Το δικαίωμα της έκφρασης στο Διαδίκτυο και οι περιορισμοί του,Σταυρούλα Αβράμη,Διπλωματική εργασία,2018,,Το δικαίωμα της έκφρασης στο Διαδίκτυο και οι περιορισμοί του.pdf,https://www.openbook.gr/to-dikaiwma-tis-ekfrasis-sto-diadiktyo-kai-oi-periorismoi-tou-2/,http://bit.ly/2YXytqt
openBook1027,Οι Άγιοι με τα Πορφυρά Μάτια,Μάριος Μητσόπουλος,Μυθιστόρημα,2017,,Οι Άγιοι με τα Πορφυρά Μάτια.pdf,https://www.openbook.gr/i-agioi-me-ta-porfyra-matia/,http://bit.ly/2uLb5gs
openBook1028,Παντός καιρού,Τάσος Σταμπούλογλου,Ποίηση,2019,,Παντός καιρού.pdf,https://www.openbook.gr/pantos-kairoy/,http://bit.ly/2Ne6uLM
openBook1029,,,,,,.pdf,https://www.openbook.gr/scientix/,
openBook1030,,,,,,.pdf,https://www.openbook.gr/cc-publishing/,
openBook1031,,,,,,.pdf,https://www.openbook.gr/open-access-week-2018/,
openBook1032,,,,,,.pdf,https://www.openbook.gr/o-thanasis-triaridis-milaei-gia-tin-eleytheri-diathesi-twn-ergwn-toy/,
openBook1033,,,,,,.pdf,https://www.openbook.gr/oi-koinoi-anoiktoi-ekpaideytikoi-poroi/,
openBook1034,Γραμματική των πολιτισμών,Fernard Braudel,Δοκίμιο,2002,960-250-219-3,Γραμματική των πολιτισμών.pdf,https://www.openbook.gr/grammatiki-twn-politismwn/,http://bit.ly/2weqnZo
openBook1035,Σάπιες ιστορίες,Γιώργος Μικάλεφ,Διηγήματα με εικονογράφηση,2013,,Σάπιες ιστορίες.pdf,https://www.openbook.gr/sapies-istories/,http://bit.ly/2jlREpX
openBook1036,Οι γυναίκες στην Ισπανική Επανάσταση,,Δοκίμιο,1988,,Οι γυναίκες στην Ισπανική Επανάσταση.pdf,https://www.openbook.gr/oi-gynaikes-stin-ispaniki-epanastasi/,http://bit.ly/2KhPKlh
openBook1037,Έρωτας στα Χιόνια,Αλέξανδρος Παπαδιαμάντης (1851-1911),Διήγημα,2013,,Έρωτας στα Χιόνια.pdf,https://www.openbook.gr/erwtas-sta-xionia/,http://bit.ly/2kbl6zg
openBook1038,Δώδεκα Μικροδιηγήσεις,Αθανάσιος Κούρτης,Μικροδιήγημα,2013,,Δώδεκα Μικροδιηγήσεις.pdf,https://www.openbook.gr/dwdeka-mikrodiigiseis/,http://bit.ly/2kaMc9O
openBook1039,Χαϊκού των τεσσάρων εποχών,"Ματσούο Μπασό (Matsuo Basho, 1644-1694)",Ποίηση / Χαϊκού,2014,,Χαϊκού των τεσσάρων εποχών.pdf,https://www.openbook.gr/haikou-twn-tessarwn-epoxwn/,http://bit.ly/2BzJzCL
openBook1040,Μικρή εισαγωγή στην ποίηση του Paul Celan,Ιωάννα Αβραμίδου,Δοκίμιο,2014,,Μικρή εισαγωγή στην ποίηση του Paul Celan.pdf,https://www.openbook.gr/mikri-eisagwgi-stin-poiisi-tou-paul-celan/,http://bit.ly/2zzpv1L
openBook1041,Ποιήματα,Ασημίνα Ξηρογιάννη,Ποίηση,2014,,Ποιήματα.pdf,https://www.openbook.gr/poems-asimina-xirogianni/,http://bit.ly/2k8vEz9
openBook1042,Gustave Flaubert – βιβλιοκριτικές,Μπάμπης Δερμιτζάκης,Δοκίμιο / Βιβλιοκριτική,2017,,Gustave Flaubert – βιβλιοκριτικές.pdf,https://www.openbook.gr/gustave-flaubert-vivliokritikes/,http://bit.ly/2Orvhuc
openBook1043,Πάνω Δεξιά,Βασίλης Λαλιώτης,Ποίηση,2011,,Πάνω Δεξιά.pdf,https://www.openbook.gr/panw-dexia/,http://bit.ly/2iYqNgu
openBook1044,Φρουρός της λύπης μου,Κατερίνα Αγυιώτη,Ποίηση,2014,,Φρουρός της λύπης μου.pdf,https://www.openbook.gr/frouros-tis-lypis-moy/,http://bit.ly/2AHFXB6
openBook1045,22 Παραμύθια,Ερρίκος Καλύβας,Παραμύθι,2012,9781465744449,22 Παραμύθια.pdf,https://www.openbook.gr/22-paramythia/,http://bit.ly/2OiZBHr
openBook1046,9+1 άγνωστες σκηνές από την ιστορία της ελληνικής ακροδεξιάς,,Δοκίμιο / Πολιτική,2014,978-618-81244-6-2,9+1 άγνωστες σκηνές από την ιστορία της ελληνικής ακροδεξιάς.pdf,https://www.openbook.gr/9-syn-1-agnwstes-skines-apo-tin-istoria-tis-ellinikis-akrodexias-2/,http://bit.ly/2NIzeJO
openBook1047,Μία απόπειρα σκιαγράφησης του Χανς Φάλλαντα,Γεώργιος Νικ. Σχορετσανίτης,Βιογραφία,2015,978-618-80957-4-8,Μία απόπειρα σκιαγράφησης του Χανς Φάλλαντα.pdf,https://www.openbook.gr/mia-apopeira-skiagrafisis-tou-hans-fallada/,http://bit.ly/2DkZt4k
openBook1048,Τα φιλιά,Βασίλης Λαλιώτης,Ποίηση,2014,,Τα φιλιά.pdf,https://www.openbook.gr/ta-filia/,http://bit.ly/2hN1sJb
openBook1049,Το βιβλίο των πέντε δαχτυλιδιών,Mushashi Miyamoto (1584–1645),Στρατηγική / Τέχνη του πολέμου,2015,,Το βιβλίο των πέντε δαχτυλιδιών.pdf,https://www.openbook.gr/to-vivlio-twn-pente-daxtylidiwn/,http://bit.ly/2mrlBmz
openBook1050,Οι κυνηγοί των δεινοσαύρων,Αλεξάντερ Σαλίμωφ (1917 – 1991),Επιστημονική φαντασία,2013,,Οι κυνηγοί των δεινοσαύρων.pdf,https://www.openbook.gr/oi-kynigoi-twn-deinosayrwn/,http://bit.ly/2O1PjLp
openBook1051,Τα Φαντάσματα της Λευκής Ηπείρου,Αλεξάντερ Σαλίμωφ (1917 – 1991),Επιστημονική φαντασία,2013,,Τα Φαντάσματα της Λευκής Ηπείρου.pdf,https://www.openbook.gr/ta-fantasmata-tis-leykis-ipeiroy/,http://bit.ly/2uyP6r9
openBook1052,Η Μελίντα και η Μαγική Σφαίρα,Ράνια Συνοδινού,Παραμύθι,2015,9781311310781,Η Μελίντα και η Μαγική Σφαίρα.pdf,https://www.openbook.gr/i-melinda-kai-i-magiki-sfaira/,http://bit.ly/2JA3YKv
openBook1053,Το Καταραμένο Σεντούκι,Ράνια Συνοδινού,Παραμύθι,2013,9781301985593,Το Καταραμένο Σεντούκι.pdf,https://www.openbook.gr/to-katarameno-sentouki/,http://bit.ly/2Lvl2Do
openBook1054,Το πηγάδι των χρωμάτων,Ράνια Συνοδινού,Παραμύθι,2013,978-960-88695-7-8,Το πηγάδι των χρωμάτων.pdf,https://www.openbook.gr/to-pigadi-twn-xrwmatwn/,http://bit.ly/2zPaEVp
openBook1055,,,,,,.pdf,https://www.openbook.gr/new-york-public-library/,
openBook1056,,,,,,.pdf,https://www.openbook.gr/bookcrossing-guide/,
openBook1057,,,,,,.pdf,https://www.openbook.gr/idryma-eygenidou/,
openBook1058,,,,,,.pdf,https://www.openbook.gr/psifiako-arxeio-kimwlou/,
openBook1059,,,,,,.pdf,https://www.openbook.gr/fairuseweek-2018/,
openBook1060,Περιπέτεια στην Κουνελοχώρα,Ράνια Συνοδινού,Παραμύθι (4+),2013,9781301519026,Περιπέτεια στην Κουνελοχώρα.pdf,https://www.openbook.gr/peripeteia-stin-kounelochora/,http://bit.ly/2zLW8O8
openBook1061,Το ελαφάκι των Χριστουγέννων,Ράνια Συνοδινού,Παραμύθι,2013,9781311681218,Το ελαφάκι των Χριστουγέννων.pdf,https://www.openbook.gr/to-elafaki-twn-christougennwn/,http://bit.ly/2NWFtdM
openBook1062,Βόλτα στη σκουπιδούπολη,Ράνια Συνοδινού,Παραμύθι,2013,978-618-80730-0-5,Βόλτα στη σκουπιδούπολη.pdf,https://www.openbook.gr/volta-sti-skoupidopoli/,http://bit.ly/2uyM5a9
openBook1063,Αντιπελάργησις,Βασίλης Λαλιώτης,Δοκίμιο για την Ποίηση,2017,,Αντιπελάργησις.pdf,https://www.openbook.gr/antipelargisis/,http://bit.ly/2hHUvJi
openBook1064,Ένα ψάρι που φοβόταν τον βυθό,Χάρης Γαντζούδης,Παραμύθι,2017,978-618-5147-96-9,Ένα ψάρι που φοβόταν τον βυθό.pdf,https://www.openbook.gr/ena-psari-pou-fovotan-ton-vytho/,http://bit.ly/2yB2nSI
openBook1065,Το Μαγικό Δαχτυλίδι,Ράνια Συνοδινού,Παραμύθι,2013,978-960-88695-9-2,Το Μαγικό Δαχτυλίδι.pdf,https://www.openbook.gr/to-magiko-daxtylidi/,http://bit.ly/2mnmigA
openBook1066,Περιπέτεια στην Κουνελοχώρα 2,Ράνια Συνοδινού,Παραμύθι (4+),2014,9781310844249,Περιπέτεια στην Κουνελοχώρα 2.pdf,https://www.openbook.gr/peripeteia-stin-kounelochora-2/,http://bit.ly/2Lau1Nl
openBook1067,Η Μελίνα και οι 100 πριγκίπισσες,Ράνια Συνοδινού,Παραμύθι (4+),2013,9781301599417,Η Μελίνα και οι 100 πριγκίπισσες.pdf,https://www.openbook.gr/i-melina-kai-oi-100-prigkipisses/,http://bit.ly/2uCWq4d
openBook1068,Ο Εκλεκτός της Πανγαίας,Ράνια Συνοδινού,Παραμύθι / Φανταστική λογοτεχνία,2012,978-960-88695-4-7,Ο Εκλεκτός της Πανγαίας.pdf,https://www.openbook.gr/o-eklektos-tis-pangaias-2/,http://bit.ly/2mnmWeo
openBook1069,Πόλεμος Φωτίτσας-Σταγονίτσας,Ράνια Συνοδινού,Παραμύθι,2013,978-960-88695-8-5,Πόλεμος Φωτίτσας-Σταγονίτσας.pdf,https://www.openbook.gr/polemos-fwtitsas-stagonitsas/,http://bit.ly/2uq8hmW
openBook1070,Σε γκρίζο φόντο,Θεοδώρα Φελέρη,Διήγημα,2016,,Σε γκρίζο φόντο.pdf,https://www.openbook.gr/se-gkrizo-fonto/,http://bit.ly/2ELsQAH
openBook1071,Το άρμα του Ήλιου,Ράνια Συνοδινού,Μυθιστόρημα,2012,9789608869530,Το άρμα του Ήλιου.pdf,https://www.openbook.gr/to-arma-tou-ilioy/,http://bit.ly/2Lk5MsM
openBook1072,Εξομολόγηση,Ράνια Συνοδινού,Μυθιστόρημα,2014,9781310259654,Εξομολόγηση.pdf,https://www.openbook.gr/exomologisi/,http://bit.ly/2L0HJmN
openBook1073,Διαγωνισμός συγγραφής περιβαλλοντικής ιστορίας 2017,,,2017,978-960-7197-23-8,Διαγωνισμός συγγραφής περιβαλλοντικής ιστορίας 2017.pdf,https://www.openbook.gr/diagonismos-syggrafis-perivallontikis-istorias/,http://bit.ly/2NKyhS9
openBook1074,Μίκης Θεοδωράκης: Διάλογοι στο λυκόφως,Αναστασία Βούλγαρη,Δοκίμιο,2016,978-960-93-8573-2,Μίκης Θεοδωράκης: Διάλογοι στο λυκόφως.pdf,https://www.openbook.gr/mikis-theodwrakis-dialogoi-sto-lykofws/,http://bit.ly/2NeOrC0
openBook1075,Ηθικά διηγήματα δύω εκ των του κυρίου Μαρμοντέλη,Jean Francois Marmontel (1723-1799),Κλασική λογοτεχνία,1812,,Ηθικά διηγήματα δύω εκ των του κυρίου Μαρμοντέλη.pdf,https://www.openbook.gr/ithika-diigimata-jean-francois-marmontel/,http://bit.ly/2tTAMKD
openBook1076,Ηθικά διηγήματα,Φραγκίσκος Σοάβιος (Francesco Soave 1743-1806),Κλασική λογοτεχνία,1816,,Ηθικά διηγήματα.pdf,https://www.openbook.gr/ithika-diigimata/,http://bit.ly/2tTAymR
openBook1077,Για Μια Ανεξάρτητη Επαναστατική Τέχνη,,Δοκίμιο / Τέχνη,1985,,Για Μια Ανεξάρτητη Επαναστατική Τέχνη.pdf,https://www.openbook.gr/gia-mia-anexartiti-epanastatiki-texni/,http://bit.ly/2NcyPz7
openBook1078,Ερωτόκριτος,Βιτσέντζος Κορνάρος (1553-1614),Ποίημα,18–?,,Ερωτόκριτος.pdf,https://www.openbook.gr/erwtokritos/,http://bit.ly/2u32Onu
openBook1079,Γιάννης Ρίτσος (1909-2009) – Στους ποιητές αρμόζουν μόνο γενέθλια,,Ποίηση,2009,,Γιάννης Ρίτσος (1909-2009) – Στους ποιητές αρμόζουν μόνο γενέθλια.pdf,https://www.openbook.gr/giannnis-ritsos/,http://bit.ly/2u3Xy2W
openBook1080,Η τριλογία του πολέμου,Δημήτρης Γληνός (1882- 1943),Δοκίμιο,,,Η τριλογία του πολέμου.pdf,https://www.openbook.gr/i-trilogia-tou-polemou/,http://bit.ly/2sQOsqg
openBook1081,,,,,,.pdf,https://www.openbook.gr/open-street-library/,
openBook1082,,,,,,.pdf,https://www.openbook.gr/anagnostika/,
openBook1083,,,,,,.pdf,https://www.openbook.gr/duolingo/,
openBook1084,,,,,,.pdf,https://www.openbook.gr/nanie/,
openBook1085,,,,,,.pdf,https://www.openbook.gr/bookmobile/,
openBook1086,Διηγήματα Αλέξανδρου Παπαδιαμάντη,Αγάθη Ερωτοκρίτου,,2010,978-9963-0-4546-4,Διηγήματα Αλέξανδρου Παπαδιαμάντη.pdf,https://www.openbook.gr/diigimata-alexandrou-papadiamanti-vivlio-ekpaideytikou/,http://bit.ly/2u1ijfG
openBook1087,Επικοινωνιακή Διαχείριση Κρίσεων,Ιωάννης Σταμούλης,Εγχειρίδιο,2015,,Επικοινωνιακή Διαχείριση Κρίσεων.pdf,https://www.openbook.gr/epikoinwniaki-diaxeirisi-krisewn/,http://bit.ly/2uAfP58
openBook1088,Πωρικολόγος,,Κλασική λογοτεχνία,2013,,Πωρικολόγος.pdf,https://www.openbook.gr/pwrikologos/,http://bit.ly/2kwVqNG
openBook1089,Ελεγεία / Δίγλωσση έκδοση,"Μιγκέλ Ερνάντεθ (Miguel Hernández, 1910–1942)",Ποίηση,2013,,Ελεγεία / Δίγλωσση έκδοση.pdf,https://www.openbook.gr/elegeia/,http://bit.ly/2k7Zr7e
openBook1090,Προσευχή,Massimiliano Damaggio,Ποίηση,2013,,Προσευχή.pdf,https://www.openbook.gr/proseyxi-massimiliano-damaggio/,http://bit.ly/2k8QxGO
openBook1091,Ο Στεναγμός της Θάλασσας,Φρίντα Κριτσωτάκη,Παραμύθι,2017,978-618-5147-94-5,Ο Στεναγμός της Θάλασσας.pdf,https://www.openbook.gr/o-stenagmos-tis-thalassas/,http://bit.ly/2txVjlC
openBook1092,Υδροχόος με Σκορπιό,Λένα Μαυρουδή Μούλιου,Διήγημα,2018,978-618-82415-9-6,Υδροχόος με Σκορπιό.pdf,https://www.openbook.gr/ydroxoos-me-skorpio/,http://bit.ly/2KDovDk
openBook1093,Η πόρτα στα δεξιά,Λένα Μαυρουδή Μούλιου,Διήγημα,2016,978-618-82415-4-1,Η πόρτα στα δεξιά.pdf,https://www.openbook.gr/i-porta-dexia/,http://bit.ly/2lXLlqt
openBook1094,Το τελευταίο σκοτάδι,Νικόλας Χουέρβος,Ποίηση,2010,,Το τελευταίο σκοτάδι.pdf,https://www.openbook.gr/to-teleytaio-skotadi/,http://bit.ly/2KQ5jS4
openBook1095,Ο δαίμονας που με κατοικεί,Νικόλας Χουέρβος,Ποίηση,2014,,Ο δαίμονας που με κατοικεί.pdf,https://www.openbook.gr/o-daimonas-poy-me-katoikei/,http://bit.ly/2KRHPst
openBook1096,Στου έρωτα κοιτίδα,Γεράσιμος Μοσχόπουλος,Ποίηση,2019,,Στου έρωτα κοιτίδα.pdf,https://www.openbook.gr/stou-erwta-koitida/,http://bit.ly/2YAIzcl
openBook1097,Το ημερολόγιο της μπλε κουβέρτας,Αθανασία Δρακοπούλου,Ποίηση,2019,,Το ημερολόγιο της μπλε κουβέρτας.pdf,https://www.openbook.gr/to-imerologio-tis-mple-kouvertas/,http://bit.ly/2YzuMmh
openBook1098,Ποιος είπε πως οι λέξεις δεν ονειροβατούν;,Κωνσταντίνα Γερονικάκη,Ποίηση,2015,978-960-93-7376-0,Ποιος είπε πως οι λέξεις δεν ονειροβατούν;.pdf,https://www.openbook.gr/poios-eipe-pws-oi-lexeis-den-oneirovatoun/,http://bit.ly/2BvD8zt
openBook1099,Η λαϊκότητα της κρητικής λογοτεχνίας,Μπάμπης Δερμιτζάκης,Δοκίμιο,1990,,Η λαϊκότητα της κρητικής λογοτεχνίας.pdf,https://www.openbook.gr/i-laikotita-tis-kritikis-logotechnias/,http://bit.ly/2CDvqoW
openBook1100,Ιστορίες της κρίσης,Χρήστος Γκίμτσας,Διήγημα,2016,,Ιστορίες της κρίσης.pdf,https://www.openbook.gr/istories-tis-krisis/,http://bit.ly/2IHoh8e
openBook1101,Όμορφη Ζωή,Λιλή Μαυροκεφάλου,Μυθιστόρημα,2011,,Όμορφη Ζωή.pdf,https://www.openbook.gr/omorfi-zwi/,http://bit.ly/2ID1ZER
openBook1102,Creepy pasta – Το Ρωσικό πείραμα αϋπνίας,,Ιστορία τρόμου,2013,,Creepy pasta – Το Ρωσικό πείραμα αϋπνίας.pdf,https://www.openbook.gr/creepy-pasta/,http://bit.ly/2Aibo3V
openBook1103,Αναλφάβητοι Αναγνώστες,Βαγγέλης Ιντζίδης,Δοκίμιο,2013,,Αναλφάβητοι Αναγνώστες.pdf,https://www.openbook.gr/analfavitoi-anagnwstes/,http://bit.ly/2BnuNxK
openBook1104,Ξανά,Φαίη Φραγκισκάτου,Διήγημα,2017,978-138-71878-4-3,Ξανά.pdf,https://www.openbook.gr/xana/,http://bit.ly/2lq6p9i
openBook1105,Ασκήσεις,Στράτος Φουντούλης,Μικροδιήγημα,2013,,Ασκήσεις.pdf,https://www.openbook.gr/askiseis/,http://bit.ly/2ng0J4Z
openBook1106,minima amoralia,Κώστας Κ. Παπαϊωάννου,Μικροδιήγημα,2014,,minima amoralia.pdf,https://www.openbook.gr/minima-amoralia/,http://bit.ly/2zyqoYn
openBook1107,,,,,,.pdf,https://www.openbook.gr/wordpress-tattoo/,
openBook1108,,,,,,.pdf,https://www.openbook.gr/koinoi-anoiktoi-ekpaideytikoi-poroi-stin-paideia/,
openBook1109,,,,,,.pdf,https://www.openbook.gr/eupl/,
openBook1110,,"του βιβλίου Το Ομότιμο Μανιφέστο που διανέμεται ελεύθερα σε ψηφιακή μορφή από τις Βορειοδυτικές Εκδόσεις, μίλησε στο TEDxYouth 2013 στα Ιωάννινα για την ανάδυση του Ομότιμου Κινήματος. Παρακολουθήστε την ομιλία του, διάρκειας 17 λεπτών.",,,,.pdf,https://www.openbook.gr/tedxyouth-pamvotis-vasilis-kostakis/,
openBook1111,,,,,,.pdf,https://www.openbook.gr/online-museums/,
openBook1112,Ο ενοχλητικός κόκορας,Παναγιώτης Πετρόπουλος,Παραμύθι,2016,,Ο ενοχλητικός κόκορας.pdf,https://www.openbook.gr/o-enoxlitikos-kokoras/,http://bit.ly/2u1lcdd
